,name,link_to_all_reviews,Date First Available,Is Discontinued By Manufacturer,ASIN,Neck Material Type,Color Screen,Language:,Screen Size,Display Technology,Voice Command,Speaker Count,Fill Material,Product Dimensions,Wireless Communication Technology,Computer Memory Size,Connectivity Technology,Mfr Part Number,Release date,Manufacturer recommended age,Compatible Phone Models,Specific Uses for Product,Hardware Interface,Fretboard Material,Connector Type,Number of Strings,Batteries,Guitar Pickup Configuration,Color Name,Material Composition,Color,Wattage,Proficiency Level,Size,Scale Length,Musical Style,Is Dishwasher Safe,Domestic Shipping,Rated,Hardware Platform,Guitar Pick Thickness,Brand name,Voltage,Fabric Type,Pricing,Batteries Required,Package Weight,Our Recommended age,Output Wattage,Item Weight,Phone Standy Time (with data),Special Features,National Stock Number,Back Material,Item model number,Operating System,Compatible Devices,Mfg Recommended age,Headphones Jack,Manufacturer,Department,Item Package Dimensions L x W x H,Package Dimensions,Speaker Amplification Type,Phone Talk Time,Number of Keyboard Keys,Body Material,Guitar Bridge System,Form Factor,Material Type,Frequency,Supported Software,Top Material,Other display features,Included Components,Best Sellers Rank,Warranty,International Shipping,Power Source
6386,BQEYZ KC2 Quad Drivers Earphones HiFi Stereo Headset Noise Isolating with Detachable Cable,https://www.amazon.com/Drivers-Earphones-Headset-Isolating-Detachable/product-reviews/B07DMSZQKJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 10, 2017",No,B07DMSZQKJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96 ounces,,,,,ZS10,,,,,BQEYZ,Mens,,3.6 x 3.2 x 1.4 inches,,,,,,,,,,,,,"#6,685 in Earbud & In-Ear Headphones",,,
6387,"Gerod Replacement Headband Cover Protector Repair Parts for Sony MDR1A, MDR-1ADAC, MDR-1ABT, MDR-1AM2, MDR1R, MDR1RNC, MDR1RBT Headphones",,"September 18, 2019",No,B07Y19Y9L6,,,,,,,,,8.8 x 2.8 x 0.2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 ounces,,,,,,,,,,Gerod,,,,,,,,,,,,,,,,"#5,923 in Headphone Earpads",,,
6388,"ZelHer MX-10 in-Ear Headphones with Mic Wired in-Ear Earbuds with Inline Control and 10mm Dual Chamber Drivers for Superior Sound Quality - Stylish, Tangle-Free Cables (Black)",https://www.amazon.com/ZelHer-MX-10-Ear-Headphones-Mic/product-reviews/B072LCFXY6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 6, 2017",No,B072LCFXY6,,,,,,,,,50 x 1 x 0.5 inches,,,Wired,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,1 ounces,,Android,,,Zelher MX-10,,,,3.5 mm,Zelher,,,,,,,,,,,,,,Speakers_display_on_website,,"#22,139 in Earbud & In-Ear Headphones",,,
6389,"True Wireless Bluetooth Earbuds, Mini Bluetooth Earphones Latest Bluetooth 5.0 Headphone Built in Microphone & Dual Speakers with 8 Hours Talking Time for iOS and Android Smart Phones, Black",https://www.amazon.com/Wireless-Bluetooth-Earphones-Headphone-Microphone/product-reviews/B07P68LBDZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 23, 2019",No,B07P68LBDZ,,,,,,,,,0.76 x 0.3 x 0.61 inches,,,,,,,,,,,,,2 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,4.9 ounces,,,,,,,,,,Timemaker,Unisex-adult,,,,,,,,,,,,,,,"#23,850 in Earbud & In-Ear Headphones",,,
6390,"Condenser Recording Microphone 3.5mm Plug and Play PC Microphone, Broadcast Microphone for Computer Desktop Laptop MAC Windows Online Chatting Podcast Skype YouTube Game",https://www.amazon.com/Condenser-Recording-Microphone-Broadcast-Computer/product-reviews/B07VH4WMSB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 20, 2019",,B07VH4WMSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4 ounces,,,,,,,,,,Kinglooyuan,,,10 x 4.4 x 2.7 inches,,,,,,,,,,,,,#388 in Musical Instruments ( See Top 100 in Musical Instruments ) #12 in Multipurpose Condenser Microphones,,,
6391,Headset Buddy 3.5mm Female OMTP Headphone to 2.5mm Male Phone Adapter Cable (PH35-PH25),https://www.amazon.com/Headset-Buddy-3-5mm-Adapter-PH35-PH25/product-reviews/B01LRCGK4E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 9, 2010",No,B01LRCGK4E,,,,,,,,,1.54 x 4.33 x 5.91 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 ounces,,,,,01-PH35-PH25,,,,,Long Tail Products,,,,,,,,,,,,,,Wireless_display_on_website,,"#64,932 in Audio & Video Accessories",,,
6392,12pcs (B-RD-STB) Round and Stabilizers Replacement Set Eartips Earbuds Compatible with Jaybird Bluebuds X in Ear Earphones/Headphones,https://www.amazon.com/Stabilizers-Replacement-Bluetooth-Earphones-Headphones/product-reviews/B00U91NNK4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 8, 2015",No,B00U91NNK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845 ounces,,,,,,,,,,NICKSTON,,,3.35 x 2.09 x 1.06 inches,,,,,,,,,,,,,,,,
6393,"Audio-Technica ATH-G1WL Premium Wireless Gaming Headset for Laptops, PCs, Macs, 2.4GHz, 7.1 Surround Sound Mode, USB Type-A, Black, Adjustable",https://www.amazon.com/Audio-Technica-ATH-G1WL-Premium-Wireless-Headset/product-reviews/B07TXMG5J1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 2, 2019",No,B07TXMG5J1,,,,,,,,,2.1 x 0.7 x 0.3 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,10.5 ounces,,,,,ATH-G1WL,,,,,audio-technica,,,,,,,,,,,,,,,,"#4,734 in Video Games ( See Top 100 in Video Games ) #212 in PC Game Headsets",,,
6394,"Lightning to 3.5mm Headphone Jack Adapter for iPhone(Apple MFI Certified),Connector Aux Audio Earphone Stereo Cable for iPhone 11 Xs Max XR X 8 7 6 Plus Support Music Control Function & iOS 12-White",https://www.amazon.com/Lightning-Headphone-Certified-Connector-Earphone/product-reviews/B082Y618KF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 20, 2019",,B082Y618KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,1,,,,,Weimoc,,,3.7 x 1 x 0.1 inches,,,,,,,,,,,Wireless_display_on_website,,"#2,109 in Headphone Adapters",,,
6395,"TakoNe Bluetooth 5.0 Earbuds - Wireless IPX4 Waterproof, Deep Bass, 20H Playtime HiFi Stereo Sound in-Ear Headphones, with Built-in Mic, Micro USB Charging, Small Compact Size (Black)",https://www.amazon.com/TakoNe-Bluetooth-Earbuds-Ear-Built/product-reviews/B07X9WZVGP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 3, 2019",,B07X9WZVGP,,,,,,,,,,,,,,,,,,,,,,1 CR123A batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.48 ounces,,,,,TWS-F6,,,,,TakoNe,,,5 x 3 x 2 inches,,,,,,,,,,,,,"#7,407 in Earbud & In-Ear Headphones",,,
6396,Headphone Adapter AUX 3.5 mm Jack Dongle for iPhone 7/7p/8/8p/X/Xmax dapter 2 in 1 USB (Black),https://www.amazon.com/Headphone-Adapter-Dongle-iPhone-dapter/product-reviews/B07SMZF75F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 2, 2019",,B07SMZF75F,,,,,,,,,2.8 x 0.8 x 0.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49 ounces,,,,,,,,,,ESOTUT,,,,,,,,,,,,,,,,"#5,621 in Headphone Adapters",,,
6397,JHK Replacement Cushion Ear Pads Earmuff earpads Cup Cover Pillow for Sony ps3 ps4 Gold Wireless Playstation 3 Playstation 4 CECHYA-0083 Stereo 7.1 Virtual Surround Headphone Headset(Black),https://www.amazon.com/Replacement-Earpads-Cushion-Headphones-Headphone/product-reviews/B07QFPVD53/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 7, 2019",,B07QFPVD53,,,,,,,,,3.94 x 3.94 x 1.06 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3 ounces,,,,,,,,,,JHK,,,,,,,,,,,,,,,,"#3,236 in Headphone Earpads",,,
6398,Depusheng DA400 Ultra-Compact 4 Channel Headphone Audio Stereo Amp Microamp Amplifier,https://www.amazon.com/Depusheng-Ultra-Compact-Headphone-Microamp-Amplifier/product-reviews/B07X1WXKB8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 28, 2019",,B07X1WXKB8,,,,,,,,,,,,,,,,,,,,,,,,Black-1,,,,,DA400,,,,,,,,,,,,,,,,14.9 ounces,,,,,,,,,,,,,6.18 x 5.91 x 4.45 inches,,,,,,,,,,,,,,,,
6399,Replacement Velour Cushion Ear Pads Earmuff earpads Cup Pillow Cover for AKG K701 K702 Q701 Q702 K601 k612 k712 pro Headphone,https://www.amazon.com/Replacement-Cushion-earmuff-earpads-Headphone/product-reviews/B06X9HDZYF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 23, 2017",No,B06X9HDZYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,,,,8541766440,,,,,defean,,,5 x 5 x 2.99 inches,,,,,,,,,,,,,#737 in Headphone Earpads,,,
6400,Sony MDR-W24V Vertical In-The-Ear Headphones (Discontinued by Manufacturer),https://www.amazon.com/Sony-MDR-W24V-Headphones-Discontinued-Manufacturer/product-reviews/B000095S9V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 2, 2001",Yes,B000095S9V,,,,,,,,,10 x 7 x 1.25 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 ounces,,,,,MDRW24V,,,,,Sony,,,,,,,,,,,,,,,,"#9,158 in Computer Audio & Video Accessories #41,637 in Earbud & In-Ear Headphones",,,
6401,"USB Type C Fast Charger Charging Power Supply Cable Cord Line for Sony WH-H910N (Sony WH-H900N h.Ear on 3), Sony WH-1000XM3 WH-XB900N WH-CH510,AKG Y400, Y600NC, Bose NCH700 Wireless Headphone",,"May 15, 2020",,B088NXD2F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52 ounces,,,,,,,,,,Riocean,,,2.36 x 1.97 x 0.39 inches,,,,,,,,,,,,,"#4,424 in USB Cables",,,
6402,"YNR A14 Headphones Earphones Earbuds Earphones, Noise Islating, High Definition, Stereo for Samsung, iPhone,iPad, iPod and Mp3 Players（Black, Red,Gray (Black+Red+Gray 3 Pairs)",,"July 22, 2019",,B07VKLQ251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,,,,,,,,,YNR,,,6.25 x 3.25 x 0.7 inches,,,,,,,,,,,,,"#3,711 in Earbud & In-Ear Headphones",,,
6403,"Aftershokz Bluez 2S Wireless Bone Conduction Bluetooth Headphones, Green Metallic, (AS500SM)",https://www.amazon.com/Aftershokz-Conduction-Bluetooth-Headphones-AS500SM/product-reviews/B00YT3EFV4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 1, 2015",No,B00YT3EFV4,,,,,,Buttons,,,5.2 x 6.3 x 2.2 inches,Bluetooth,,Bluetooth,,,,,,,,,,1 Lithium ion batteries required. (included),,,,Green Metallic,,,,,,,,,,,,,,,,,,,1.44 ounces,,"USB connectivity, Microphone, Wireless, Lightweight",,,AS500SM,,,,Micro USB,Aftershokz,,,,,,,,,,,,,,Wireless_display_on_website,Headset,,,,
6404,"SHARPER IMAGE SHP921 Universal Wireless Headphones For TV, Black",https://www.amazon.com/SHARPER-SHP921-Universal-Wireless-Headphones/product-reviews/B004AWE4D8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 1, 2007",No,B004AWE4D8,,,,,,,,,7.75 x 3.5 x 10.75 inches,,,,,,,,,,,,,4 AAA batteries required.,,,,,,,,,,,,,,,,,,,,,,,1.04 pounds,,,,,SHP921,,,,,SHARPER IMAGE,,,,,,,,,,,,,,,,"#1,840 in On-Ear Headphones #3,343 in Over-Ear Headphones",,,
6405,GPX Rugged Sports Cassette Player AM/FM Personal Stereo Headphones,,"May 12, 2017",No,B0722Z98CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 pounds,,,,,C3204RS,,,,,"GPX, Inc.",,,14.02 x 7.09 x 4.02 inches,,,,,,,,,,,,,"#7,815 in On-Ear Headphones",,,
6406,【Upgraded Version】 RS18 - Touch Pro Wireless Bluetooth Earphone Sound Earbuds Headphone Handsfree Sports Running Sweatproof Compatible iOS Android Noise Cancellation Charging Case Mic (White/Black),https://www.amazon.com/product-reviews/B085NK9SGH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 8, 2020",No,B085NK9SGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generic,,,,,,,,,,,,,,,,"#14,903 in Earbud & In-Ear Headphones",,,
6407,Studio 2 Headband Replacement Beats Studio 2 Replacement Headband for Beats Studio 2.0 3 Wired/Wireless Over Ear Headphone(Matte Black),https://www.amazon.com/Studio-Headband-Replacement-Wireless-Headphone/product-reviews/B07VM663RP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 23, 2019",,B07VM663RP,,,,,,,,,7.46 x 1.3 x 3.39 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,,,,,,,,,Lektuen,,,,,,,,,,,,,,,,#718 in Headphone Earpads,,,
6408,"Sennheiser MB Pro 2 UC (506045) - Dual-Sided, Dual-Connectivity, Wireless Bluetooth Headset | For Desk/Mobile Phone & Softphone/PC Connection| w/ HD Sound & Major UC Platform Compatibility (Black)",https://www.amazon.com/Sennheiser-Pro-506045-Dual-Connectivity-Compatibility/product-reviews/B00JPFUVXW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 21, 2014",No,B00JPFUVXW,,,,,,,,,8 x 2.2 x 6.65 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,2.9 ounces,,,,,615104250703,,,,,Sennheiser Enterprise Solutions,,,,,,,,,,,,,,,,#458 in Computer Headsets,,,
6409,JHGJ Replacement Earpads Ear Pads Cushion for Audio Technica Ath-sx1 Sx1a Pro5 Pro5v M10 M20 M30 M35 M40fs M45 M50cwh and Fits Ultrasone Pro-900 Hifi 780 Headphones,https://www.amazon.com/Replacement-Earpads-Technica-Ultrasone-Headphones/product-reviews/B00M33X1OY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 24, 2014",,B00M33X1OY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#8,221 in Headphone Earpads",,,
6410,Logitech UE 9000 Wireless Headphones,https://www.amazon.com/Logitech-UE-9000-Wireless-Headphones/product-reviews/B0094S37GS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 1, 2012",No,B0094S37GS,,,,,,,,,11 x 9 x 6 inches,,,,,,,,,,,,,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,3 pounds,,,,,982-000092,,,,,Logitech,,,,,,,,,,,,,,,,"#6,106 in Over-Ear Headphones",,,
6411,"Damex Headphone Ear Pads Replacement Cushion for Audio Technica ATH-M50X ，Compatible with MSR7,MSR7BK,M30,M40X,M50,M50S (Velor Black)",https://www.amazon.com/Damex-Headphone-Replacement-Technica-%EF%BC%8CCompatible/product-reviews/B0827BZL3X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 1, 2019",,B0827BZL3X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,,,,,,Damex,,,4 x 3.6 x 1.4 inches,,,,,,,,,,,,,"#2,130 in Headphone Earpads",,,
6412,Bluetooth 17 17s TWS Twin Mini Wireless Earbuds with mic Stereo V4.2 Headphones.,,"April 30, 2020",,B087WSSBXP,,,,,,,,,,,,,,,,,,,,,,1 Lithium Metal batteries required.,,,,,,,,,,,,,,,,,,,,,,,2.75 ounces,,,,,17-17S-TWS,,,,,Stephen Song,,,4 x 4 x 1.5 inches,,,,,,,,,,,,,"#10,943 in Earbud & In-Ear Headphones",,,
6413,Soundstream h2GO True Wireless Earbuds with Qi Charging - Black,https://www.amazon.com/Soundstream-h2GO-Wireless-Earbuds-Charging/product-reviews/B07KCN1R1W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 9, 2018",No,B07KCN1R1W,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,15.5 ounces,,,,,H2EQ-BK,,,,,SOUNDSTREAM,,,6.46 x 6.38 x 3.15 inches,,,,,,,,,,,,,"#17,052 in Earbud & In-Ear Headphones",,,
6414,"V-MODA Forza Metallo In-Ear Headphones with 3-Button Remote & Microphone - Apple Devices, Gunmetal Black",https://www.amazon.com/V-MODA-Metallo-Headphones-3-Button-Microphone/product-reviews/B01MQEL094/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 2, 2016",No,B01MQEL094,,,,,,,,,47.2 x 1.5 x 0.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48 ounces,,,,,FRZM-I-GUNBLACK,,,,,V-MODA,,,,,,,,,,,,,,,,"#16,990 in Earbud & In-Ear Headphones",,,
6415,CESS 3.5mm Male to 2.5mm Female Mono Audio Headphone Jack Adapter - 3.5mm Mono Male to 2.5mm Female (10 Pack),https://www.amazon.com/CESS-3-5mm-Female-Headphone-Adapter/product-reviews/B01G0NG630/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 12, 2017",No,B01G0NG630,,,,,,,,,1.4 x 0.4 x 0.4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44 ounces,,,,,351,,,,,CESS ENTERPRISE,,,,,,,,,,,,,,,,"#1,201 in Headphone Adapters",,,
6416,Fvntuey Compatible with AirPods 2&1 Case Translucent Pattern [Chargeable Headphone Shell] Cute Clear Fashion Case Accessories Full Protective Durable Shockproof Drop Proof Cover for Airpods(Flower),https://www.amazon.com/Fvntuey-Compatible-Translucent-Chargeable-Accessories/product-reviews/B07YHFRVNG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 27, 2019",,B07YHFRVNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12 ounces,,,,,,,,,,Fvntuey,,,5.51 x 3.54 x 0.24 inches,,,,,,,,,,,,,"#18,368 in Headphone Cases",,,
6417,"gotor 3.5mm Audio Cable, Aux Cord 3.5mm to 3.5mm Auxiliary Cord Car Stereo Cable for Smartphone Tablets Speaker Home Headphone Car Stereo 1.2 Meters",https://www.amazon.com/gotor-Auxiliary-Smartphone-Tablets-Headphone/product-reviews/B081Q1VP54/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 18, 2020",,B081Q1VP54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,,,,,,gotor,,,3 x 1.9 x 0.4 inches,,,,,,,,,,,,,"#6,501 in Stereo 1/4-inch & 1/8-inch Jack Cables",,,
6418,"misodiko Replacement Ear Pads Cushion Kit - for Bose Around Ear AE1, Triport TP-1 TP-1A, Headphones Repair Parts Earmuff Earpads Cup Pillow Cover (Black)",https://www.amazon.com/misodiko-Replacement-Ear-Pads-Cushion/product-reviews/B07VWBY13X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 30, 2019",,B07VWBY13X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,,,,,,misodiko,,,6.8 x 4.5 x 0.6 inches,,,,,,,,,,,,,"#6,316 in Headphone Earpads",,,
6419,Replacement 2.0M Astro A40TR Inline mute Cable Cord with Mute Function Also Works with A40/A10 Gaming Headsets xbox one ps4 Controller Gozahad,https://www.amazon.com/repuesto-silencio-auriculares-A10-controlador/product-reviews/B08225GXBJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 26, 2019",,B08225GXBJ,,,,,,,,,79 x 0.1 x 0.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95 ounces,,,,,original A10 cable,,,,,gozahad,,,,,,,,,,,,,,,,#17 in Headphone Adapters,,,
6420,"USB Microphone Zero Latency Monitoring MAONO AU-PM422 192KHZ/24BIT Professional Cardioid Condenser Mic with Touch Mute Button and Mic Gain Knob for Recording, Podcasting, Gaming, YouTube",https://www.amazon.com/Microphone-Monitoring-MAONO-Professional-Podcasting/product-reviews/B07Z4RHL2G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 15, 2019",,B07Z4RHL2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 pounds,,,,,,,,,,MAONO,,,17.24 x 8.19 x 3.5 inches,,,,,,,,,,,,,#411 in Musical Instruments ( See Top 100 in Musical Instruments ) #13 in Multipurpose Condenser Microphones,,,
6421,VEVER Replacement Ear Cushions Pad Earpads for Plantronics Backbeat Pro 2 Noise Cancelling Headphones (with VEVER Logo Package) (Brown) (Black),https://www.amazon.com/VEVER-Replacement-Plantronics-Cancelling-Headphones/product-reviews/B07YXP7FD9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 9, 2019",No,B07YXP7FD9,,,,,,,,,5.9 x 4 x 0.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,,,,,,VEVER,,,,,,,,,,,,,,,,"#2,876 in Headphone Earpads",,,
6422,"Bqmte Silicone Case Compatible for AirPods, [Front LED Visible] Tassel Keychain Accessories Cute Glittery Protective Case Cover for AirPods 2 & 1 (Light Blue)",https://www.amazon.com/Silicone-Compatible-AirPods-Accessories-Protective/product-reviews/B07R624YBZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 29, 2019",,B07R624YBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,,,,"AirPods,AirPods 2",,,,,bqmte,,,6 x 4.25 x 0.7 inches,,,,,,,,,,,,,"#7,846 in Headphone Cases",,,
6423,JayBird BBX1MB BlueBuds X Sport Bluetooth Headphones - Black (Discontinued by Manufacturer),https://www.amazon.com/JayBird-BBX1MB-BlueBuds-Bluetooth-Headphones/product-reviews/B00AIRUOI8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 5, 2012",No,B00AIRUOI8,,,,,,,,,5 x 2.1 x 7.25 inches,Bluetooth,,Wireless,,,,,,,,,,1 Lithium ion batteries required. (included),,,,Black,,,,,,,,,,,,,,,,,,,8 ounces,,Volume-control,,,BBX1MB,,,,Micro USB,Jaybird,Cell Phones,,,,,,,,,,,,,Ce_display_on_website,JayBird BBX1MB BlueBuds X Sport Bluetooth Headphones - Black (Discontinued by Manufacturer),"#5,825 in Audio Headphones",,,
6424,SongHe TDA1308 Headphone Amplifier Board Headset Amp Preamplifier Board Module 3V-6V for arduino DIY Red,,"November 28, 2019",,B08246T922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,,,,,,SongHe,,,3 x 2 x 0.2 inches,,,,,,,,,,,,,"#108,983 in Electronics ( See Top 100 in Electronics ) #719 in Audio Component Amplifiers",,,
6425,iFrogz Audio - Plugz Wireless Bluetooth Earbuds - Silver,https://www.amazon.com/iFrogz-Audio-Wireless-Bluetooth-Earbuds/product-reviews/B01KIIZHQK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 28, 2016",No,B01KIIZHQK,,,,,,,,,1 x 0.5 x 0.5 inches,Bluetooth,,"Wireless, Bluetooth",,,,,,,,,,1 Lithium ion batteries required. (included),,,,Silver,,,,,,,,,,,,,,,,,,,0.634 ounces,,Wireless,,,IFPLGW-SV0,,,,,iFrogz,,,,,5 hours,,,,,,,,,Wireless_display_on_website,"1 pair Wireless earbuds, 3 pairs of ear tips, 1 micro USB charging cable, 1 quick start guide","#1,033 in Earbud & In-Ear Headphones",,,
6426,"Bestdealing Blue Replacement Ear Pads,Earpads for Beats Studio 2.0 Wired/Wireless Headphones and 3.0 Wireless Headphones, Beats Studio 2.0/3.0 Ear Cushion",https://www.amazon.com/Bestdealing-Replacement-Earpads-Wireless-Headphones/product-reviews/B07GXF6F3H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,B07GXF6F3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,2.39 ounces,,,,,,,,,,Bestdealing,,,7.5 x 3.8 x 1.1 inches,,,,,,,,,,,,,"#2,805 in Headphone Earpads",,,
6427,"Earphones, UiiSii DT200S in Ear Earbuds with Microphone, Triple Drivers Headphones with Noise Isolating, Volume Control and Stereo Bass, Compatible with Apple iOS, Android Phones, PC, Tablet",https://www.amazon.com/Earphones-UiiSii-Microphone-Headphones-Compatible/product-reviews/B07B7HLVQ1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 4, 2018",No,B07B7HLVQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3 ounces,,,,,,,,,,UiiSii,,,5.51 x 4.41 x 2.05 inches,,,,,,,,,,,,,"#7,472 in Earbud & In-Ear Headphones",,,
6428,"MIMEI True Wireless Earbuds Bluetooth 5.0 in-Ear Stereo Headset with Charging Case, TWS Wireless Headphones with DSP Noise-Canceling Built-in Mic Earphones for Cell Phone/Running/Android (A8, White)",https://www.amazon.com/MIMEI-Bluetooth-Headphones-Noise-Canceling-Earphones/product-reviews/B07ZH3XN45/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 23, 2019",,B07ZH3XN45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39 ounces,,,,,,,,,,MIMEI,,,4 x 3.2 x 1.9 inches,,,,,,,,,,,,,"#12,008 in Earbud & In-Ear Headphones",,,
